target,mission,label,ra,dec,kepmag,period,t0,duration,depth_ppm,snr
Kepler-912,Kepler,1,298.11121,41.758331,15.341,2.53475568,132.68024,4.5716,463.0,51.3
K01731.01,Kepler,1,301.4693,44.159649,15.72,2.59488443,132.75658,1.684,592.0,14.9
Kepler-944,Kepler,1,293.60126,42.379761,15.737,43.3167427,136.57435,4.995,988.0,27.1
K01733.01,Kepler,1,301.08572,44.380192,15.73,19.18109525,141.37097,2.424,865.0,17.6
K00193.01,Kepler,0,292.87616,48.195309,14.904,37.59029855,157.350357,4.3855,19900.0,929.0
Kepler-945,Kepler,1,291.26974,42.096039,15.898,31.0033072,143.29085,5.253,645.0,22.1
K01500.01,Kepler,0,295.52521,46.459431,14.815,3.351556891,134.28439,2.4005,342.0,38.8
Kepler-866,Kepler,1,290.12231,43.08556,15.835,2.617028373,134.03294,2.046,499.0,30.8
K01502.01,Kepler,0,291.23114,50.56702,15.202,1.876406096,133.12761,1.531,434.0,37.0
K00175.01,Kepler,0,299.07813,44.293789,13.488,6.71425632,134.31646,3.339,284.0,46.5
Kepler-867,Kepler,1,287.28531,51.249981,14.827,150.2412582,138.29013,10.849,2380.0,72.3
Kepler-891,Kepler,1,291.0838,40.355251,15.287,53.44944498,149.20185,5.3091,3440.0,119.5
K01565.01,Kepler,0,296.33319,40.896259,15.33,0.466743525,133.971123,1.3956,796.0,103.6
K01566.01,Kepler,0,299.14142,40.725899,15.935,1.727177258,355.37033,2.081,347.0,17.1
Kepler-306,Kepler,1,288.53867,40.61615,15.565,7.24022418,355.01243,2.9153,865.0,48.2
Kepler-306,Kepler,1,288.53867,40.61615,15.565,4.64622383,354.58863,2.5137,447.0,28.2
Kepler-913,Kepler,1,297.58313,41.952431,15.767,10.29674097,132.19453,2.7292,1010.0,31.3
K01627.02,Kepler,1,297.58313,41.952431,15.767,5.93919041,353.75537,2.285,425.0,15.9
Kepler-312,Kepler,1,298.39575,42.459751,12.949,19.74733983,147.10553,3.4444,481.0,47.1
Kepler-486,Kepler,1,284.87997,49.266991,14.388,30.36044536,148.091546,6.0134,21100.0,1126.2
Kepler-914,Kepler,1,290.41199,44.89933,13.574,4.4096675,132.45003,2.1418,133.0,26.4
Kepler-1671,Kepler,1,291.74838,39.44688,13.293,4.16787814,135.28334,2.2136,168.0,32.9
K01739.01,Kepler,1,291.65009,42.700779,15.129,220.6565125,172.4278591,7.82,,
Kepler-946,Kepler,1,300.9296,44.02879,14.941,11.79161234,134.54064,3.036,415.0,20.7
K01747.01,Kepler,0,291.41833,42.579819,14.792,20.55848388,133.00401,1.449,677.0,20.8
Kepler-947,Kepler,1,294.36673,42.252682,15.789,26.964501,145.34426,3.792,602.0,20.1
Kepler-948,Kepler,1,293.30023,41.523338,14.8,7.76845639,138.06602,3.689,218.0,23.6
K01504.01,Kepler,0,288.01486,46.348949,14.07,2.178154348,134.203059,3.4874,429.0,93.0
Kepler-868,Kepler,1,282.36349,46.67524,15.695,5.03257009,137.32638,4.213,439.0,26.3
Kepler-869,Kepler,1,289.42459,50.994122,14.982,40.4286676,139.50631,7.102,916.0,40.9
Kepler-870,Kepler,1,295.40253,50.47863,15.259,21.3588236,135.07022,5.823,640.0,33.2
Kepler-871,Kepler,1,294.52713,43.36816,15.689,22.0459163,136.47548,5.22,805.0,29.7
K01509.01,Kepler,0,295.26349,46.148022,12.385,49.6456235,153.0806,23.568,858.0,176.5
Kepler-306,Kepler,1,288.53867,40.61615,15.565,17.32670445,360.5083,4.269,800.0,34.8
Kepler-306,Kepler,1,288.53867,40.61615,15.565,44.8411168,359.87359,5.902,1050.0,28.9
K01568.01,Kepler,0,297.50385,40.342972,15.36,1.008917105,354.85926,1.4577,339.0,34.2
Kepler-892,Kepler,1,283.12964,43.888241,15.587,13.75207851,143.03241,2.8831,1220.0,36.8
Kepler-893,Kepler,1,284.96304,43.91301,15.182,6.33855946,354.85104,3.4617,722.0,57.4
K01630.01,Kepler,1,290.25964,45.388409,15.152,11.30507984,138.13638,3.989,278.0,19.5
Kepler-915,Kepler,1,290.59207,45.737141,13.298,4.59489816,133.83995,3.1381,110.0,27.7
Kepler-916,Kepler,1,290.98331,45.973301,15.2,32.2964275,138.52615,4.561,472.0,17.9
Kepler-917,Kepler,1,299.05127,47.94928,15.759,2.97041801,133.39136,2.2369,531.0,22.4
K01639.02,Kepler,1,297.90045,48.0947,13.538,9.9824036,133.44855,1.09,83.9,5.4
K01764.01,Kepler,1,286.0528,50.256592,15.303,12.68173393,132.682519,1.6866,5880.0,102.8
K01765.01,Kepler,0,296.66086,43.816441,15.981,6.814984472,134.212391,3.05409,23900.0,742.2
K01770.01,Kepler,0,299.60202,43.695995,10.88,63.9354965,162.84657,13.321,1250.0,57.6
K01773.01,Kepler,1,296.0882,47.142891,15.678,83.09708021,162.935743,9.2639,15900.0,277.2
Kepler-422,Kepler,1,282.62967,46.32336,13.435,7.891448838,177.2499624,4.2854,10300.0,1955.1
K01510.01,Kepler,1,295.08423,50.114609,15.929,0.839961456,178.354,1.3008,493.0,35.1
Kepler-872,Kepler,1,295.41745,43.60564,15.106,2.578852119,133.2237,2.3581,334.0,36.7
K01512.01,Kepler,0,286.88751,50.377071,14.88,9.04189129,137.86611,2.789,783.0,34.5
Kepler-483,Kepler,1,291.64676,41.884659,13.432,30.22910274,134.52081,6.6751,443.0,71.7
K01513.01,Kepler,0,296.98853,46.596882,14.613,0.798200403,133.962079,1.8261,397.0,65.9
K00182.01,Kepler,0,295.6713,40.59906,14.041,3.479425638,136.797172,3.4479,19600.0,123.3
K01571.01,Kepler,0,297.82944,40.706779,15.148,2.92878704,356.28699,4.634,549.0,47.7
Kepler-894,Kepler,1,288.73407,46.939388,15.439,9.80321143,363.98686,4.4617,813.0,53.1
K01573.01,Kepler,1,296.84616,40.138611,14.373,24.81097206,156.506971,3.2245,2090.0,123.9
K01573.02,Kepler,1,296.84616,40.138611,14.373,7.136922,131.75317,2.8005,222.0,23.7
Kepler-918,Kepler,1,298.20071,48.267841,14.971,4.8538404,135.09902,3.198,196.0,15.4
Kepler-919,Kepler,1,298.11478,48.4944,14.681,11.04605365,136.44056,4.799,308.0,24.3
K01644.01,Kepler,0,297.38153,48.565041,15.399,2.621706694,131.88227,1.941,4570.0,24.3
K01646.01,Kepler,1,298.46579,48.55941,14.293,3.72020708,133.41684,1.892,157.0,15.0
K00190.01,Kepler,0,284.64886,41.015018,14.137,12.26486736,139.304999,4.7366,11300.0,560.2
Kepler-949,Kepler,1,298.60788,46.453678,14.548,8.689301216,133.661284,2.563,1120.0,70.9
K01751.02,Kepler,1,298.60788,46.453678,14.548,20.99757968,132.05689,2.454,1130.0,44.7
K01753.01,Kepler,0,298.14053,40.073872,15.747,0.979442525,132.42297,1.0348,469.0,27.0
Kepler-488,Kepler,1,282.96616,48.34507,14.804,3.120828136,139.466594,2.1878,16500.0,113.5
K01754.01,Kepler,1,299.95721,44.771889,13.964,15.13590453,146.58371,2.236,256.0,19.8
K01514.01,Kepler,0,289.32101,46.134319,15.447,1.399326503,133.61426,1.8305,206.0,22.7
Kepler-303,Kepler,1,283.13547,43.657051,14.39,1.937029968,134.72107,1.4727,312.0,42.8
Kepler-303,Kepler,1,283.13547,43.657051,14.39,7.06117322,136.27344,1.0406,482.0,27.2
Kepler-873,Kepler,1,296.4032,51.271339,14.829,20.55331441,139.5613,5.3136,678.0,40.6
Kepler-874,Kepler,1,294.95685,43.014332,14.683,40.0686713,151.80901,5.8875,971.0,62.0
Kepler-87,Kepler,1,297.91687,46.96513,14.6,114.73658,165.150671,12.0355,4850.0,230.6
Kepler-87,Kepler,1,297.91687,46.96513,14.6,191.239133,286.22034,16.942,1060.0,36.8
K01574.03,Kepler,1,297.91687,46.96513,14.6,5.83393857,132.63426,4.5813,134.0,17.6
K01575.01,Kepler,0,296.99191,40.758911,15.952,24.3282251,141.05149,6.158,1120.0,26.4
Kepler-307,Kepler,1,297.79514,40.417709,14.072,10.41572666,143.04774,2.7719,825.0,69.3
Kepler-313,Kepler,1,298.29495,48.775459,14.167,14.97031664,134.50507,5.884,291.0,28.9
Kepler-313,Kepler,1,298.29495,48.775459,14.167,32.2753853,149.046,8.622,224.0,17.9
K01647.03,Kepler,1,298.29495,48.775459,14.167,6.33027476,133.86213,3.67,89.2,9.8
K01648.01,Kepler,1,284.13263,48.825119,14.31,38.3262237,142.08401,3.073,392.0,15.0
K01649.01,Kepler,1,284.13287,49.142609,14.963,4.04355245,131.62995,1.965,416.0,21.2
K01758.01,Kepler,1,295.43436,42.166321,15.969,5.59728249,131.86708,1.795,1410.0,30.8
Kepler-317,Kepler,1,294.94388,39.032059,15.377,5.52418625,135.62306,2.826,491.0,20.7
Kepler-317,Kepler,1,294.94388,39.032059,15.377,8.77514782,133.70319,3.176,352.0,12.7
K01761.01,Kepler,0,294.14682,39.12706,15.623,10.12742274,135.26504,1.2762,934.0,19.5
K01762.01,Kepler,0,298.13391,40.530289,14.996,0.870693883,132.083949,1.2137,439.0,55.6
Kepler-875,Kepler,1,297.3013,43.141891,15.219,27.5071114,151.84775,5.907,581.0,30.7
Kepler-876,Kepler,1,283.47818,43.383781,15.369,5.1443645,133.83044,2.703,311.0,20.2
Kepler-877,Kepler,1,289.85913,46.522671,14.516,18.45848388,138.1635,3.3703,535.0,41.5
Kepler-878,Kepler,1,285.2962,46.603439,14.817,25.9421582,156.18894,4.045,570.0,31.6
K00177.01,Kepler,1,298.17722,42.237041,13.182,21.06075303,143.59983,5.2472,301.0,54.4
Kepler-307,Kepler,1,297.79514,40.417709,14.072,13.08424286,132.63129,3.0401,662.0,51.2
Kepler-423,Kepler,1,292.85574,46.391178,14.29,2.684328541,133.3548095,2.69382,18100.0,2833.1
K01576.03,Kepler,1,297.79514,40.417709,14.072,23.3397956,146.3627,1.923,125.0,4.5
Kepler-895,Kepler,1,289.29065,51.40889,15.988,2.806243488,133.7314,1.6271,600.0,22.4
K01578.01,Kepler,0,294.73419,40.86142,14.459,2.27190723,134.79852,5.383,149.0,36.8
K01579.01,Kepler,0,294.83032,46.734348,13.337,7.132351753,134.473083,2.9674,744.0,91.2
Kepler-920,Kepler,1,284.29694,49.15868,15.28,6.53194024,136.03223,3.3351,772.0,39.6
Kepler-921,Kepler,1,284.61621,49.190811,14.739,51.3011844,153.52571,5.359,499.0,19.6
K01654.01,Kepler,0,283.79654,49.50399,15.155,1.097211085,131.517201,1.6738,38900.0,83.5
Kepler-922,Kepler,1,284.73145,49.533192,13.757,0.938466959,135.600698,1.3015,217.0,54.4
K01656.01,Kepler,1,293.62592,39.50631,15.03,51.3901452,145.3192,5.995,494.0,15.4
Kepler-426,Kepler,1,289.43463,49.4734,14.835,3.217518511,133.6320632,2.11481,14300.0,1287.4
Kepler-318,Kepler,1,298.48282,46.793621,13.297,4.66271902,134.08296,2.757,1630.0,28.2
Kepler-318,Kepler,1,298.48282,46.793621,13.297,11.8150174,133.08929,2.834,1000.0,10.5
Kepler-411 A c,Kepler,1,287.60559,49.523258,12.231,7.834433676,135.222143,2.89,2020.0,246.6
Kepler-411 A b,Kepler,1,287.60559,49.523258,12.231,3.005156911,137.103362,2.0747,692.0,115.1
Kepler-879,Kepler,1,295.80658,50.909801,14.264,33.3856176,148.92764,5.0361,553.0,37.1
K01523.01,Kepler,0,298.73007,46.688671,14.673,8.48039789,135.85018,6.249,260.0,22.7
K01524.01,Kepler,0,288.92575,39.90155,15.299,1.333395306,134.18228,1.188,115.0,11.5
Kepler-880,Kepler,1,281.97125,43.672771,12.082,7.71467686,133.55635,4.5871,234.0,33.3
Kepler-881,Kepler,1,288.99258,46.67075,15.216,4.4444826,133.46308,3.686,163.0,18.0
K01580.01,Kepler,0,293.66507,40.359531,15.686,21.3781146,147.2124,19.359,556.0,35.4
K01581.01,Kepler,1,282.43918,43.734482,15.481,29.5422566,137.57837,13.902,880.0,39.5
Kepler-896,Kepler,1,282.43918,43.734482,15.481,144.551628,265.9401,16.599,1040.0,27.1
K01582.01,Kepler,1,290.12857,40.021832,15.402,186.4361811,146.91825,5.774,4350.0,66.5
Kepler-897,Kepler,1,290.58685,51.69582,15.068,8.04727721,137.2073,5.159,486.0,36.1
Kepler-898,Kepler,1,286.58539,46.87093,15.961,5.87063416,137.24813,2.5736,506.0,23.2
Kepler-487,Kepler,1,295.28723,41.221958,14.991,15.35876777,132.385085,4.1223,14600.0,812.6
K01659.01,Kepler,1,290.49316,39.785519,15.111,29.5390897,143.91607,4.139,403.0,18.8
K01660.01,Kepler,1,290.24103,39.96801,15.614,35.6364022,164.17496,4.888,453.0,15.7
K01661.01,Kepler,0,290.73804,39.919651,11.51,0.94773253,137.12993,1.7645,11300.0,103.9
K01662.01,Kepler,0,294.13202,39.981979,15.479,0.784031658,133.38391,0.7773,352.0,28.2
K01458.01,Kepler,1,296.57153,50.677849,15.703,8.98128472,354.83042,5.0397,4920.0,76.6
Kepler-116,Kepler,1,294.74207,43.536831,13.717,13.07141889,144.44217,3.0946,251.0,32.0
K01459.01,Kepler,0,287.14313,46.50806,15.692,0.692015479,133.114177,1.1315,4520.0,163.4
K01460.01,Kepler,0,291.28659,43.404411,15.57,17.0421346,363.97428,7.507,3620.0,108.9
K01461.01,Kepler,0,287.80457,46.23893,15.791,7.94671044,140.708207,2.8419,6080.0,165.3
K01462.01,Kepler,0,291.02301,50.262226,17.445,3.74781242,355.31325,5.241,5370.0,44.8
K01527.01,Kepler,1,296.6713,43.49839,14.879,192.667139,162.87962,5.443,1150.0,26.0
Kepler-882,Kepler,1,294.6499,43.33559,14.083,3.989544192,134.0989,1.591,190.0,26.2
Kepler-59,Kepler,1,287.03952,46.640129,14.307,17.9776037,147.7515,4.605,214.0,23.3
Kepler-59,Kepler,1,287.03952,46.640129,14.307,11.8693144,137.721,4.653,102.0,13.9
Kepler-883,Kepler,1,286.43365,50.300331,13.029,12.98494603,139.78207,3.4497,257.0,38.4
K00184.01,Kepler,0,296.04764,43.762138,14.933,7.300735516,133.5664741,5.78725,13100.0,1640.0
Kepler-899,Kepler,1,297.48257,40.680779,15.401,19.17893976,139.74552,5.144,753.0,34.3
Kepler-900,Kepler,1,296.17728,46.99902,14.94,6.99130452,135.46291,2.1568,555.0,36.3
K01587.01,Kepler,1,281.61887,46.814201,15.7,52.971584,159.06109,3.4632,3880.0,51.4
Kepler-901,Kepler,1,291.15295,40.887489,14.699,3.517494725,135.546724,1.5639,533.0,52.6
Kepler-923,Kepler,1,294.17108,40.055168,14.042,6.93365167,137.07375,4.608,120.0,20.1
K01665.02,Kepler,1,294.17108,40.055168,14.042,5.91393977,137.17182,0.562,84.0,2.8
Kepler-924,Kepler,1,290.66852,40.39772,14.171,61.0373591,175.17671,8.378,438.0,40.2
Kepler-925,Kepler,1,290.10654,40.490662,15.81,33.8677783,137.51532,3.72,895.0,23.8
K01675.01,Kepler,1,291.33719,40.558201,15.789,14.62399621,144.45527,2.193,1080.0,25.0
K01463.01,Kepler,0,288.25864,43.376465,12.328,1064.268096,144.086072,11.5521,22800.0,1171.2
K01464.01,Kepler,0,296.91724,43.517529,15.465,2.113202658,356.32832,3.5234,2100.0,97.2
K01465.01,Kepler,1,286.14938,49.867512,14.245,9.771462706,135.584899,1.767,6930.0,215.0
K01466.01,Kepler,1,284.84988,46.13895,15.962,281.5628889,357.996571,8.853,21000.0,237.1
K01467.01,Kepler,0,297.17429,43.479099,15.837,1.157808038,354.74488,3.6705,867.0,78.8
K00178.01,Kepler,0,292.03149,49.388618,13.45,6.14281498,135.16169,4.624,122.0,36.0
Kepler-884,Kepler,1,292.58444,49.923161,13.069,5.69919592,136.58738,2.3906,159.0,35.3
Kepler-885,Kepler,1,288.66156,49.737209,12.841,18.11473813,147.4904,5.2706,242.0,51.3
Kepler-886,Kepler,1,286.27176,43.59523,13.939,6.24145791,134.88892,3.0998,164.0,30.8
Kepler-887,Kepler,1,290.09082,39.81699,13.47,20.4222447,146.9837,6.22,189.0,34.7
Kepler-84,Kepler,1,298.25204,40.496078,14.764,8.72585478,138.76838,4.473,447.0,37.7
Kepler-84,Kepler,1,298.25204,40.496078,14.764,12.88291395,135.18736,5.676,461.0,33.6
Kepler-84,Kepler,1,298.25204,40.496078,14.764,27.4345973,145.12322,5.038,473.0,25.3
Kepler-84,Kepler,1,298.25204,40.496078,14.764,4.22453631,135.42908,3.128,159.0,16.7
Kepler-84,Kepler,1,298.25204,40.496078,14.764,44.5520266,160.29386,6.0,362.0,16.7
Kepler-926,Kepler,1,289.67935,40.700459,14.279,52.069002,178.15525,3.0089,558.0,25.6
K00191.02,Kepler,1,295.28723,41.221958,14.991,2.418406841,132.505587,2.0744,665.0,69.1
K01677.02,Kepler,1,289.67935,40.700459,14.279,8.51170088,131.7557438,2.9,,
K01680.01,Kepler,0,290.92316,40.77103,14.445,5.0825188,132.95792,3.328,105.0,17.1
K01681.01,Kepler,1,291.285,40.730049,15.855,6.93910337,138.33927,2.977,615.0,22.9
Kepler-927,Kepler,1,289.38351,41.392689,14.63,9.11500269,133.97523,4.558,268.0,21.7
K01468.01,Kepler,0,298.82254,46.650269,15.262,8.48031942,135.85217,7.297,1430.0,92.8
Kepler-69,Kepler,1,293.26093,44.868889,13.749,13.7223682,137.84083,5.1231,571.0,97.9
K01469.01,Kepler,0,296.07822,43.13694,15.193,3.582076914,355.515064,4.4228,1530.0,138.4
Kepler-1668,Kepler,1,297.35233,46.09594,15.703,15.43400996,363.29494,4.2572,1790.0,59.7
K01471.01,Kepler,0,288.76318,50.174221,15.516,1.780984316,177.8249,2.173,591.0,46.0
Kepler-887,Kepler,1,290.09082,39.81699,13.47,7.63846084,138.24557,3.957,71.7,16.6
Kepler-888,Kepler,1,295.52121,49.738628,13.046,70.6981724,188.56795,6.632,358.0,37.7
Kepler-889,Kepler,1,291.46732,50.75948,12.71,3.74443645,133.55997,2.9191,73.3,25.4
K01537.01,Kepler,1,281.46173,46.789894,11.74,10.19154678,136.69755,6.165,61.3,27.6
K01538.01,Kepler,0,296.62979,46.880203,13.936,10.5815819,183.008458,6.66929,113000.0,1241.4
K01539.01,Kepler,0,284.664,43.98502,14.569,2.819453322,133.870141,4.4127,71900.0,202.0
K01590.01,Kepler,1,294.36487,40.720879,15.674,12.89006728,201.22989,3.555,603.0,23.6
K00185.01,Kepler,1,296.18524,39.26268,14.228,23.21050996,134.386378,3.09802,28700.0,958.7
K01590.02,Kepler,1,294.36487,40.720879,15.674,2.35574505,177.88824,1.796,267.0,17.0
K01590.03,Kepler,1,294.36487,40.720879,15.674,4.74666128,134.63784,2.093,257.0,12.5
K01591.01,Kepler,1,297.73984,46.94191,15.372,19.65639342,140.29937,3.226,843.0,25.5
K01684.01,Kepler,0,293.53448,41.329899,12.849,62.81584402,151.47691,2.6901,1690.0,54.6
K01685.01,Kepler,1,293.87988,41.393822,14.811,70.468171,189.15822,6.653,922.0,45.0
K01686.01,Kepler,0,298.50726,41.47905,15.886,56.86716792,157.2619128,4.23,,
Kepler-928,Kepler,1,289.92072,41.542831,15.32,3.93246069,132.55435,2.1763,456.0,30.6
Kepler-929,Kepler,1,298.48111,41.615341,14.542,0.921030497,132.03171,2.6077,102.0,27.0
Kepler-314,Kepler,1,294.6741,42.075581,12.557,5.960400011,137.265171,2.8617,828.0,126.1
Kepler-857,Kepler,1,294.63239,43.400471,15.061,85.3514875,161.007608,6.7504,4670.0,142.8
K01473.01,Kepler,1,280.36023,43.12368,15.573,23.02028478,357.786124,3.544,5080.0,97.2
Kepler-419,Kepler,1,295.41788,51.184761,13.005,69.72646639,196.093243,3.7177,4490.0,300.7
K01475.01,Kepler,1,297.43039,39.847839,15.937,1.609321941,178.94178,1.6067,729.0,35.3
Kepler-1669,Kepler,1,297.43039,39.847839,15.937,9.51220046,185.47893,2.9497,1170.0,31.9
K01475.03,Kepler,1,297.43039,39.847839,15.937,4.72941177,132.93871,2.234,434.0,14.6
Kepler-3,Kepler,1,297.70935,48.080853,9.174,4.887803076,124.8130808,2.36255,4320.0,862.3
Kepler-12,Kepler,1,286.24344,50.040379,13.438,4.437962934,171.0091259,4.69813,16400.0,3535.6
Kepler-458,Kepler,1,297.04541,46.328701,13.955,20.74028645,142.80003,10.3939,1020.0,155.3
K01540.01,Kepler,0,299.10327,40.8493,15.559,1.207852845,178.2142,3.5802,49700.0,205.9
K01541.01,Kepler,0,293.19507,39.90728,15.189,2.379282197,133.651365,3.1729,48400.0,538.0
K01592.01,Kepler,0,298.9024,40.31953,14.106,26.0692512,143.12549,7.487,832.0,59.7
Kepler-308,Kepler,1,295.78516,40.439548,15.809,9.69501146,182.45413,2.75,515.0,18.3
Kepler-308,Kepler,1,295.78516,40.439548,15.809,15.3825394,139.07648,3.815,551.0,18.4
K01594.01,Kepler,0,293.87265,46.714951,15.134,1.818939148,133.12299,1.644,331.0,39.3
Kepler-902,Kepler,1,289.73169,46.953819,14.904,40.1097817,142.08227,5.2096,732.0,40.3
K00191.03,Kepler,1,295.28723,41.221958,14.991,0.708621057,133.36565,1.5041,188.0,30.5
Kepler-314,Kepler,1,294.6741,42.075581,12.557,2.46106962,133.32138,2.184,84.2,18.0
K01693.01,Kepler,0,293.25916,42.126629,14.98,3.403743926,137.232574,1.5017,816.0,59.5
Kepler-931,Kepler,1,297.13263,42.76825,14.471,8.03753796,139.3582,2.9118,287.0,31.1
K01701.01,Kepler,0,297.51907,42.777061,11.041,2.43902575,133.58474,1.1598,82.5,20.5
K01476.01,Kepler,1,290.85413,51.222809,15.792,56.3587987,222.31819,6.927,2560.0,44.4
Kepler-69,Kepler,1,293.26093,44.868889,13.749,242.467406,150.85827,12.808,340.0,23.2
K01477.01,Kepler,1,287.65396,43.505718,15.917,169.4976085,228.99997,7.77,12200.0,82.8
Kepler-858,Kepler,1,288.84863,51.209049,12.45,76.13622222,199.476237,7.9393,2950.0,339.4
K01479.01,Kepler,0,296.43814,46.61536,15.752,4.9883872,358.2335,9.142,638.0,52.9
K01542.01,Kepler,0,296.87762,43.941631,12.897,2.586878667,133.817008,6.1614,25500.0,261.3
K01543.01,Kepler,0,290.44736,40.44289,14.985,3.964333304,136.029542,4.7136,25900.0,408.5
K01544.01,Kepler,0,295.32077,40.187359,15.063,1.525924389,355.479571,3.15998,24600.0,423.9
K01545.01,Kepler,0,293.83688,40.41045,15.169,5.910371418,360.2852478,3.88962,17200.0,990.3
K01546.01,Kepler,1,298.5137,40.639622,14.456,0.917568975,133.932419,2.0654,15800.0,128.1
Kepler-309,Kepler,1,297.50986,46.961262,15.157,5.92365747,134.68361,2.6302,407.0,26.4
Kepler-309,Kepler,1,297.50986,46.961262,15.157,105.3582299,138.68069,3.81,1210.0,22.6
Kepler-485,Kepler,1,294.99631,50.470058,14.952,3.24325988,133.6690203,3.03318,16500.0,1586.2
K01597.01,Kepler,1,298.36884,40.173424,12.681,7.79668781,134.42081,4.6699,361.0,48.5
Kepler-310,Kepler,1,288.83936,46.98674,14.279,56.4758069,143.81128,5.961,1090.0,70.0
Kepler-310,Kepler,1,288.83936,46.98674,14.279,92.8747294,145.93535,7.474,659.0,37.9
Kepler-1650,Kepler,1,297.72925,42.86692,15.722,1.538180949,131.822823,1.2635,841.0,47.7
K01704.01,Kepler,1,298.01443,42.957458,14.86,10.4188915,137.74971,3.0069,670.0,42.1
Kepler-1670,Kepler,1,290.32651,43.12183,15.442,20.4998763,131.82068,6.501,438.0,21.1
Kepler-932,Kepler,1,296.95206,43.271969,14.131,1.921437488,131.806204,1.9046,279.0,56.7
Kepler-315,Kepler,1,298.0231,43.363522,15.321,96.109323,187.699,9.877,982.0,28.7
Kepler-859,Kepler,1,286.74188,43.190102,15.887,20.38174802,142.31499,3.7922,1600.0,46.8
K01480.02,Kepler,1,286.74188,43.190102,15.887,7.00447892,137.89902,2.669,231.0,9.9
Kepler-860,Kepler,1,295.57727,46.254742,15.455,5.101375725,357.48217,2.595,895.0,55.1
K01482.01,Kepler,0,288.02271,43.54821,15.378,17.7940049,365.34666,4.091,879.0,27.7
K01484.01,Kepler,0,290.61679,49.957619,15.305,3.47021401,356.09943,2.289,1110.0,8.3
K01547.01,Kepler,1,294.2009,40.455959,15.673,30.69395532,365.665214,2.9512,18100.0,196.6
K01548.01,Kepler,0,286.25644,46.89267,14.708,2.139325409,135.062261,2.8056,6900.0,164.4
K01549.01,Kepler,1,299.05585,43.897202,15.135,29.48106127,134.22446,3.6636,11900.0,332.0
Kepler-458,Kepler,1,297.04541,46.328701,13.955,572.376632,306.51006,24.42,1740.0,78.6
K01550.01,Kepler,0,296.36569,43.905571,15.195,2.233799622,134.720709,3.04,2660.0,228.9
K01551.01,Kepler,0,290.56668,40.678162,15.821,31.13862664,415.9492,5.2482,11400.0,163.7
Kepler-310,Kepler,1,288.83936,46.98674,14.279,13.93068791,134.42851,2.312,187.0,14.9
Kepler-1659,Kepler,1,298.37384,40.61842,14.802,20.4074846,140.1821,8.839,363.0,24.5
K01600.01,Kepler,0,297.84399,39.989811,14.59,12.36564669,140.92029,3.644,388.0,22.8
Kepler-903,Kepler,1,288.77103,40.664181,14.659,10.35078415,133.71163,6.253,273.0,36.5
Kepler-903,Kepler,1,288.77103,40.664181,14.659,62.9224936,151.6882,11.64,418.0,28.7
K01708.01,Kepler,1,290.88232,43.47176,14.758,32.7737631,151.44352,3.416,565.0,21.7
Kepler-487,Kepler,1,295.28723,41.221958,14.991,38.6520796,164.04455,5.607,567.0,24.8
Kepler-933,Kepler,1,289.56866,43.538609,15.469,14.20442616,142.7332,3.898,801.0,26.7
Kepler-934,Kepler,1,290.28845,43.755322,15.061,55.673582,136.54906,3.778,765.0,22.7
Kepler-316,Kepler,1,290.82602,44.184109,15.224,6.82778157,131.78839,2.3726,546.0,32.2
K01485.01,Kepler,0,282.17941,46.457169,15.657,0.687895191,133.66492,2.4233,463.0,60.9
Kepler-302,Kepler,1,294.31699,43.629341,15.505,127.2824442,163.89,7.1545,8090.0,148.1
Kepler-481,Kepler,1,291.90704,49.262051,13.844,10.06083238,138.96723,4.5718,460.0,86.4
Kepler-302,Kepler,1,294.31699,43.629341,15.505,30.1837021,146.64675,5.879,975.0,37.9
K01487.01,Kepler,0,292.07269,50.54829,12.674,2.92928244,133.72275,6.794,269.0,39.2
K01552.01,Kepler,1,298.92593,43.75037,15.915,77.63424586,417.153212,4.1002,16600.0,185.5
Kepler-890,Kepler,1,288.43576,43.763489,15.182,52.75878505,156.306351,6.6517,5810.0,265.4
K01554.01,Kepler,0,295.21103,46.757229,15.866,1.332564478,354.58908,6.0325,1070.0,119.6
K01555.01,Kepler,0,289.07703,51.761822,14.907,41.0772969,379.12848,5.525,1220.0,28.8
K01556.01,Kepler,0,296.4176,46.732021,15.535,135.9121619,277.33,5.628,10200.0,99.5
Kepler-341,Kepler,1,289.86157,43.472771,14.601,42.4729078,146.28712,7.253,334.0,22.8
Kepler-342,Kepler,1,292.67807,46.726711,13.147,15.17026921,132.6655,4.3311,225.0,45.4
Kepler-342,Kepler,1,292.67807,46.726711,13.147,39.4576228,136.47398,9.557,245.0,41.6
Kepler-66,Kepler,1,293.98157,46.687752,15.2,17.8159689,134.4832,3.6765,777.0,22.5
Kepler-1026,Kepler,1,283.60526,39.997978,14.254,36.5157639,151.28989,3.6577,861.0,34.7
Kepler-1063 A b,Kepler,1,290.52676,38.142979,12.261,14.07969236,139.96053,1.375,170.0,26.2
Kepler-1064,Kepler,1,291.74164,37.688938,13.755,16.54081386,133.95274,2.5996,370.0,32.8
Kepler-1065,Kepler,1,294.51126,38.790501,15.54,3.609313059,133.79024,1.7752,1380.0,35.0
Kepler-1066,Kepler,1,298.86658,46.502239,13.007,1.93155546,131.76708,1.614,505.0,8.6
